,period,uidlevel2,uidlevel3,namelevel2,namelevel3,fac_rupture
472,201705,mnOXJ2Oa5U7,pLBZiohnxFC,tp Tshopo Province,tp Bafwasende Zone de Santé,6.0
473,201705,mnOXJ2Oa5U7,wOWB7WbNuSN,tp Tshopo Province,tp Mangobo Zone de Santé,6.0
474,201705,mnOXJ2Oa5U7,yS5rrhCjubi,tp Tshopo Province,tp Basali Zone de Santé,0.0
475,201705,rWrCdr321Qu,ebKZ38Ejpb5,bu Bas Uele Province,bu Bondo Zone de Santé,3.0
476,201705,u0vP3ZicczY,EDu64jGXwRe,md Maindombe Province,md Mushie Zone de Santé,1.0
477,201705,u0vP3ZicczY,MiaMAqYujLY,md Maindombe Province,md Bolobo Zone de Santé,1.0
478,201705,u0vP3ZicczY,dQ9r634pZZF,md Maindombe Province,md Kiri Zone de Santé,4.0
479,201705,u0vP3ZicczY,j89PZlq83OT,md Maindombe Province,md Nioki Zone de Santé,9.0
480,201705,uyuwe6bqphf,HtQZ7yf79SN,mn Maniema Province,mn Lubutu Zone de Santé,0.0
481,201705,wy1lwIP18SL,ZxQY9szHMx5,hu Haut Uele Province,hu Pawa Zone de Santé,0.0
482,201706,BmKjwqc6BEw,e6Wpbl5nqcD,kl Kwilu Province,kl Bulungu Zone de Santé,6.0
483,201706,BmKjwqc6BEw,fXTBfVcge4w,kl Kwilu Province,kl Vanga Zone de Santé,0.0
484,201706,F9w3VW1cQmb,BdGu22qs6aS,hk Haut Katanga Province,hk Tshamilemba Zone de Santé,2.0
485,201706,F9w3VW1cQmb,CSwaGvyMS6Z,hk Haut Katanga Province,hk Sakania Zone de Santé,3.0
486,201706,F9w3VW1cQmb,EofZhh5yYMG,hk Haut Katanga Province,hk Panda Zone de Santé,3.0
487,201706,F9w3VW1cQmb,GpdRlogsSiE,hk Haut Katanga Province,hk Kafubu Zone de Santé,0.0
488,201706,F9w3VW1cQmb,H8vCqAKUlyX,hk Haut Katanga Province,hk Lubumbashi Zone de Santé,1.0
489,201706,F9w3VW1cQmb,IOin37HS2Wz,hk Haut Katanga Province,hk Kenya Zone de Santé,3.0
490,201706,F9w3VW1cQmb,NR5cDy2jhiJ,hk Haut Katanga Province,hk Kambove Zone de Santé,4.0
491,201706,F9w3VW1cQmb,OcTqzK4K1RV,hk Haut Katanga Province,hk Kashobwe Zone de Santé,2.0
492,201706,F9w3VW1cQmb,Q22qlkhPQDO,hk Haut Katanga Province,hk Kikula Zone de Santé,1.0
493,201706,F9w3VW1cQmb,QA2FRWLQqWE,hk Haut Katanga Province,hk Kisanga Zone de Santé,1.0
494,201706,F9w3VW1cQmb,QteKQ66ixqO,hk Haut Katanga Province,hk Mumbunda Zone de Santé,0.0
495,201706,F9w3VW1cQmb,Vue5tcMpaGh,hk Haut Katanga Province,hk Kasenga Zone de Santé,0.0
496,201706,F9w3VW1cQmb,YFSLTwHFlOk,hk Haut Katanga Province,hk Ruashi Zone de Santé,0.0
497,201706,F9w3VW1cQmb,ZMH0kkBQFs9,hk Haut Katanga Province,hk Kipushi Zone de Santé,0.0
498,201706,F9w3VW1cQmb,bAFJ18IAf2S,hk Haut Katanga Province,hk Kapolowe Zone de Santé,0.0
499,201706,F9w3VW1cQmb,fdlN13eHB5u,hk Haut Katanga Province,hk Pweto Zone de Santé,11.0
500,201706,F9w3VW1cQmb,iHmCGdXARXG,hk Haut Katanga Province,hk Kilwa Zone de Santé,2.0
501,201706,F9w3VW1cQmb,nhdQUgOeBQU,hk Haut Katanga Province,hk Katuba Zone de Santé,0.0
502,201706,F9w3VW1cQmb,qzQdkny6PZ4,hk Haut Katanga Province,hk Mufunga Sampwe Zone de Santé,3.0
503,201706,F9w3VW1cQmb,sAsXOxkBdrE,hk Haut Katanga Province,hk Kowe Zone de Santé,0.0
504,201706,F9w3VW1cQmb,uIuYpiQm6m8,hk Haut Katanga Province,hk Vangu Zone de Santé,3.0
505,201706,F9w3VW1cQmb,uocpzPZHiEo,hk Haut Katanga Province,hk Kamalondo Zone de Santé,1.0
506,201706,F9w3VW1cQmb,zMfBT8xVQeH,hk Haut Katanga Province,hk Kampemba Zone de Santé,0.0
507,201706,GnLX8MNgxZw,Bxi65HPz420,sk Sud Kivu Province,sk Idjwi Zone de Santé,5.0
508,201706,GnLX8MNgxZw,JzBIOZSJfmJ,sk Sud Kivu Province,sk Mubumbano Zone de Santé,2.0
509,201706,GnLX8MNgxZw,MOESL4KbKoV,sk Sud Kivu Province,sk Shabunda Zone de Santé,1.0
510,201706,GnLX8MNgxZw,XFUHGajCqjY,sk Sud Kivu Province,sk Lemera Zone de Santé,0.0
511,201706,GnLX8MNgxZw,aOghManYK5E,sk Sud Kivu Province,sk Bagira Zone de Santé,4.0
512,201706,GnLX8MNgxZw,cXkCT53xxfk,sk Sud Kivu Province,sk Miti Murhesa Zone de Santé,3.0
513,201706,GnLX8MNgxZw,euP5fSU9vky,sk Sud Kivu Province,sk Kalole Zone de Santé,0.0
514,201706,GnLX8MNgxZw,lXfXl6ZJQWI,sk Sud Kivu Province,sk Kaniola Zone de Santé,1.0
515,201706,GnLX8MNgxZw,nfYQfVxJRyJ,sk Sud Kivu Province,sk Mwana Zone de Santé,1.0
516,201706,GnLX8MNgxZw,rv3KA7DrJCO,sk Sud Kivu Province,sk Kamituga Zone de Santé,1.0
517,201706,GnLX8MNgxZw,sai4xbqW0CL,sk Sud Kivu Province,sk Nyangezi Zone de Santé,3.0
518,201706,GnLX8MNgxZw,x4xQfjclCTo,sk Sud Kivu Province,sk Walungu Zone de Santé,2.0
519,201706,I8CuQpdBQfP,HYPBUncgldT,kr Kasai Central Province,kr Bena Leka Zone de Santé,0.0
520,201706,I8CuQpdBQfP,SAt8yoeSMjD,kr Kasai Central Province,kr Lukonga Zone de Santé,2.0
521,201706,I8CuQpdBQfP,U6rNBblejC5,kr Kasai Central Province,kr Tshikaji Zone de Santé,2.0
522,201706,I8CuQpdBQfP,ZIEdn6Pptv7,kr Kasai Central Province,kr Lubondaie Zone de Santé,2.0
523,201706,I8CuQpdBQfP,csMZZqDFCvW,kr Kasai Central Province,kr Mikalayi Zone de Santé,8.0
524,201706,I8CuQpdBQfP,hi9gSpIVzai,kr Kasai Central Province,kr Masuika Zone de Santé,5.0
525,201706,I8CuQpdBQfP,k3UBz1nclY7,kr Kasai Central Province,kr Tshikula Zone de Santé,2.0
526,201706,I8CuQpdBQfP,wq3tWiKJkNr,kr Kasai Central Province,kr Ndesha Zone de Santé,2.0
527,201706,JkIljbLc4Ny,ArdlF8PnpYL,su Sud Ubangi Province,su Libenge Zone de Santé,6.0
528,201706,JkIljbLc4Ny,F2sZHvPlln6,su Sud Ubangi Province,su Gemena Zone de Santé,0.0
529,201706,JkIljbLc4Ny,QNFYEQrW7Dy,su Sud Ubangi Province,su Zongo Zone de Santé,1.0
530,201706,JkIljbLc4Ny,izt3XGlBrmK,su Sud Ubangi Province,su Bokonzi Zone de Santé,1.0
531,201706,Q4cbnIAo10f,OIhgsXcZf6x,it Ituri Province,it Drodro Zone de Santé,2.0
532,201706,Q4cbnIAo10f,RjHZChl5gJQ,it Ituri Province,it Mambasa Zone de Santé,2.0
533,201706,Q4cbnIAo10f,TCE5waEW7Fi,it Ituri Province,it Nizi Zone de Santé,1.0
534,201706,Q4cbnIAo10f,mGTaa8TFifO,it Ituri Province,it Nyankunde Zone de Santé,0.0
535,201706,TwSa8zUu09Q,Ab6jrKWO5EZ,kn Kinshasa Province,kn Kokolo Zone de Santé,0.0
536,201706,TwSa8zUu09Q,D1jF9OzETge,kn Kinshasa Province,kn Kalamu 1 Zone de Santé,1.0
537,201706,TwSa8zUu09Q,F0zQH8NbaIx,kn Kinshasa Province,kn Masina 1 Zone de Santé,0.0
538,201706,TwSa8zUu09Q,JhJFxKnFvmJ,kn Kinshasa Province,kn Limete Zone de Santé,0.0
539,201706,TwSa8zUu09Q,SqWL31RNyKx,kn Kinshasa Province,kn Makala Zone de Santé,0.0
540,201706,TwSa8zUu09Q,ZTt8HbFGrY4,kn Kinshasa Province,kn Kingasani Zone de Santé,0.0
541,201706,TwSa8zUu09Q,hL8oJfWHx3g,kn Kinshasa Province,kn Masina 2 Zone de Santé,3.0
542,201706,TwSa8zUu09Q,m5B0okd0KaZ,kn Kinshasa Province,kn Binza Ozone Zone de Santé,0.0
543,201706,TwSa8zUu09Q,qbe5m6fVfMT,kn Kinshasa Province,kn Lingwala Zone de Santé,0.0
544,201706,TwSa8zUu09Q,wTaqhPcijDM,kn Kinshasa Province,kn Kikimi Zone de Santé,1.0
545,201706,TwSa8zUu09Q,xZy8t34pvs6,kn Kinshasa Province,kn Kinshasa Zone de Santé,1.0
546,201706,dJ3v8xc6ZIK,S0Ne5rWQhxw,ll Lualaba Province,ll Mutshatsha Zone de Santé,0.0
547,201706,dJ3v8xc6ZIK,cw1CZyDiPyA,ll Lualaba Province,ll Bunkeya Zone de Santé,5.0
548,201706,dJ3v8xc6ZIK,eWGgthNBOZ8,ll Lualaba Province,ll Fungurume Zone de Santé,6.0
549,201706,dJ3v8xc6ZIK,goYHUDWT3jn,ll Lualaba Province,ll Lubudi Zone de Santé,1.0
550,201706,dJ3v8xc6ZIK,mSQE0BqfXOy,ll Lualaba Province,ll Dilala Zone de Santé,2.0
551,201706,dJ3v8xc6ZIK,uFV6BUpJi7E,ll Lualaba Province,ll Lualaba Zone de Santé,5.0
552,201706,dJ3v8xc6ZIK,xMdqjEKgZLw,ll Lualaba Province,ll Manika Zone de Santé,2.0
553,201706,dJ3v8xc6ZIK,yAdgorGUtcE,ll Lualaba Province,ll Kanzenze Zone de Santé,0.0
554,201706,dKdrd8HqZWz,DD5m0lzETfF,kc Kongo Central Province,kc Inga Zone de Santé,0.0
555,201706,dKdrd8HqZWz,DaXi5vRLqh3,kc Kongo Central Province,kc Luozi Zone de Santé,1.0
556,201706,dKdrd8HqZWz,XXKTLp8q7wJ,kc Kongo Central Province,kc Kimpese Zone de Santé,4.0
557,201706,dKdrd8HqZWz,ZRDAZVZ4HMV,kc Kongo Central Province,kc Vaku Zone de Santé,8.0
558,201706,dKdrd8HqZWz,bV04pTUIL8A,kc Kongo Central Province,kc Kangu Zone de Santé,2.0
559,201706,dKdrd8HqZWz,fWrUdkX9JEv,kc Kongo Central Province,kc Seke Banza Zone de Santé,3.0
560,201706,fEKDiQIuqeE,T0YXktZkPCF,hl Haut Lomami Province,hl Kamina Zone de Santé,3.0
561,201706,fgHCmGhaP2X,EpoRodQJ1La,ke Kasai Oriental Province,ke Citenge Zone de Santé,1.0
562,201706,fgHCmGhaP2X,Z5I1TvCKVcG,ke Kasai Oriental Province,ke Dibindi Zone de Santé,2.0
563,201706,fgHCmGhaP2X,ZxyZ7L3ynso,ke Kasai Oriental Province,ke Bonzola Zone de Santé,1.0
564,201706,fgHCmGhaP2X,amSVlGShY91,ke Kasai Oriental Province,ke Nzaba Zone de Santé,3.0
565,201706,fgHCmGhaP2X,pzMw9DUQ6An,ke Kasai Oriental Province,ke Bibanga Zone de Santé,3.0
566,201706,fgHCmGhaP2X,v4bwDhzBFks,ke Kasai Oriental Province,ke Mpokolo Zone de Santé,9.0
567,201706,hyvduSNKvfe,W7IdWpJnPra,tn Tanganyika Province,tn Mbulula Zone de Santé,5.0
568,201706,hyvduSNKvfe,dj29qACRqOf,tn Tanganyika Province,tn Kansimba Zone de Santé,4.0
569,201706,hyvduSNKvfe,rDRhOPd3q1u,tn Tanganyika Province,tn Kongolo Zone de Santé,6.0
570,201706,iu4Zj3Zq39m,N3EOJsjCXzW,nu Nord Ubangi Province,nu Karawa Zone de Santé,0.0
571,201706,krWZMdwGDIf,Xol9qIrf1Gi,mg Mongala Province,mg Lisala Zone de Santé,1.0
572,201706,mnOXJ2Oa5U7,SxrrguFFktT,tp Tshopo Province,tp Basoko Zone de Santé,4.0
573,201706,mnOXJ2Oa5U7,ThkZT6koPKj,tp Tshopo Province,tp Ubundu Zone de Santé,2.0
574,201706,mnOXJ2Oa5U7,WxBLTUjeyfB,tp Tshopo Province,tp Banalia Zone de Santé,1.0
575,201706,mnOXJ2Oa5U7,ZHIrX4z487c,tp Tshopo Province,tp Makiso Kisangani Zone de Santé,7.0
576,201706,mnOXJ2Oa5U7,cbLNDeAYrGo,tp Tshopo Province,tp Lowa Zone de Santé,0.0
577,201706,mnOXJ2Oa5U7,dxiEfVDsieA,tp Tshopo Province,tp Bengamisa Zone de Santé,2.0
578,201706,mnOXJ2Oa5U7,pLBZiohnxFC,tp Tshopo Province,tp Bafwasende Zone de Santé,4.0
579,201706,mnOXJ2Oa5U7,wOWB7WbNuSN,tp Tshopo Province,tp Mangobo Zone de Santé,7.0
580,201706,mnOXJ2Oa5U7,yS5rrhCjubi,tp Tshopo Province,tp Basali Zone de Santé,0.0
581,201706,rWrCdr321Qu,ebKZ38Ejpb5,bu Bas Uele Province,bu Bondo Zone de Santé,1.0
582,201706,u0vP3ZicczY,EDu64jGXwRe,md Maindombe Province,md Mushie Zone de Santé,2.0
583,201706,u0vP3ZicczY,PIT5UiywHIa,md Maindombe Province,md Inongo Zone de Santé,1.0
584,201706,u0vP3ZicczY,j89PZlq83OT,md Maindombe Province,md Nioki Zone de Santé,10.0
585,201706,uyuwe6bqphf,EyMlz2Qvcmt,mn Maniema Province,mn Punia Zone de Santé,0.0
586,201706,uyuwe6bqphf,HtQZ7yf79SN,mn Maniema Province,mn Lubutu Zone de Santé,0.0
587,201706,wy1lwIP18SL,EGoMVOvVUAp,hu Haut Uele Province,hu Rungu Zone de Santé,1.0
588,201706,wy1lwIP18SL,ZxQY9szHMx5,hu Haut Uele Province,hu Pawa Zone de Santé,0.0
589,201706,wy1lwIP18SL,mS2mByLHkzL,hu Haut Uele Province,hu Watsa Zone de Santé,1.0
590,201706,ybgmW3kIGuq,L08zgLln431,sn Sankuru Province,sn Lomela Zone de Santé,1.0
591,201707,BmKjwqc6BEw,e6Wpbl5nqcD,kl Kwilu Province,kl Bulungu Zone de Santé,5.0
592,201707,BmKjwqc6BEw,fXTBfVcge4w,kl Kwilu Province,kl Vanga Zone de Santé,0.0
593,201707,F9w3VW1cQmb,BdGu22qs6aS,hk Haut Katanga Province,hk Tshamilemba Zone de Santé,1.0
594,201707,F9w3VW1cQmb,CSwaGvyMS6Z,hk Haut Katanga Province,hk Sakania Zone de Santé,3.0
595,201707,F9w3VW1cQmb,EofZhh5yYMG,hk Haut Katanga Province,hk Panda Zone de Santé,2.0
596,201707,F9w3VW1cQmb,GpdRlogsSiE,hk Haut Katanga Province,hk Kafubu Zone de Santé,3.0
597,201707,F9w3VW1cQmb,H8vCqAKUlyX,hk Haut Katanga Province,hk Lubumbashi Zone de Santé,2.0
598,201707,F9w3VW1cQmb,IOin37HS2Wz,hk Haut Katanga Province,hk Kenya Zone de Santé,1.0
599,201707,F9w3VW1cQmb,NR5cDy2jhiJ,hk Haut Katanga Province,hk Kambove Zone de Santé,9.0
600,201707,F9w3VW1cQmb,OcTqzK4K1RV,hk Haut Katanga Province,hk Kashobwe Zone de Santé,2.0
601,201707,F9w3VW1cQmb,Q22qlkhPQDO,hk Haut Katanga Province,hk Kikula Zone de Santé,1.0
602,201707,F9w3VW1cQmb,QA2FRWLQqWE,hk Haut Katanga Province,hk Kisanga Zone de Santé,3.0
603,201707,F9w3VW1cQmb,QteKQ66ixqO,hk Haut Katanga Province,hk Mumbunda Zone de Santé,0.0
604,201707,F9w3VW1cQmb,Vue5tcMpaGh,hk Haut Katanga Province,hk Kasenga Zone de Santé,3.0
605,201707,F9w3VW1cQmb,YFSLTwHFlOk,hk Haut Katanga Province,hk Ruashi Zone de Santé,0.0
606,201707,F9w3VW1cQmb,ZMH0kkBQFs9,hk Haut Katanga Province,hk Kipushi Zone de Santé,6.0
607,201707,F9w3VW1cQmb,bAFJ18IAf2S,hk Haut Katanga Province,hk Kapolowe Zone de Santé,1.0
608,201707,F9w3VW1cQmb,fQLRnttyYlx,hk Haut Katanga Province,hk Likasi Zone de Santé,1.0
609,201707,F9w3VW1cQmb,fdlN13eHB5u,hk Haut Katanga Province,hk Pweto Zone de Santé,12.0
610,201707,F9w3VW1cQmb,nhdQUgOeBQU,hk Haut Katanga Province,hk Katuba Zone de Santé,1.0
611,201707,F9w3VW1cQmb,qzQdkny6PZ4,hk Haut Katanga Province,hk Mufunga Sampwe Zone de Santé,2.0
612,201707,F9w3VW1cQmb,sAsXOxkBdrE,hk Haut Katanga Province,hk Kowe Zone de Santé,0.0
613,201707,F9w3VW1cQmb,uIuYpiQm6m8,hk Haut Katanga Province,hk Vangu Zone de Santé,0.0
614,201707,F9w3VW1cQmb,uocpzPZHiEo,hk Haut Katanga Province,hk Kamalondo Zone de Santé,1.0
615,201707,F9w3VW1cQmb,zMfBT8xVQeH,hk Haut Katanga Province,hk Kampemba Zone de Santé,0.0
616,201707,GnLX8MNgxZw,Bxi65HPz420,sk Sud Kivu Province,sk Idjwi Zone de Santé,8.0
617,201707,GnLX8MNgxZw,JzBIOZSJfmJ,sk Sud Kivu Province,sk Mubumbano Zone de Santé,1.0
618,201707,GnLX8MNgxZw,XFUHGajCqjY,sk Sud Kivu Province,sk Lemera Zone de Santé,0.0
619,201707,GnLX8MNgxZw,aOghManYK5E,sk Sud Kivu Province,sk Bagira Zone de Santé,4.0
620,201707,GnLX8MNgxZw,cXkCT53xxfk,sk Sud Kivu Province,sk Miti Murhesa Zone de Santé,2.0
621,201707,GnLX8MNgxZw,euP5fSU9vky,sk Sud Kivu Province,sk Kalole Zone de Santé,1.0
622,201707,GnLX8MNgxZw,nfYQfVxJRyJ,sk Sud Kivu Province,sk Mwana Zone de Santé,1.0
623,201707,GnLX8MNgxZw,rv3KA7DrJCO,sk Sud Kivu Province,sk Kamituga Zone de Santé,1.0
624,201707,GnLX8MNgxZw,sai4xbqW0CL,sk Sud Kivu Province,sk Nyangezi Zone de Santé,3.0
625,201707,I8CuQpdBQfP,HYPBUncgldT,kr Kasai Central Province,kr Bena Leka Zone de Santé,1.0
626,201707,I8CuQpdBQfP,U6rNBblejC5,kr Kasai Central Province,kr Tshikaji Zone de Santé,0.0
627,201707,I8CuQpdBQfP,ZIEdn6Pptv7,kr Kasai Central Province,kr Lubondaie Zone de Santé,2.0
628,201707,I8CuQpdBQfP,csMZZqDFCvW,kr Kasai Central Province,kr Mikalayi Zone de Santé,11.0
629,201707,I8CuQpdBQfP,hi9gSpIVzai,kr Kasai Central Province,kr Masuika Zone de Santé,8.0
630,201707,I8CuQpdBQfP,k3UBz1nclY7,kr Kasai Central Province,kr Tshikula Zone de Santé,5.0
631,201707,I8CuQpdBQfP,wq3tWiKJkNr,kr Kasai Central Province,kr Ndesha Zone de Santé,6.0
632,201707,JkIljbLc4Ny,ArdlF8PnpYL,su Sud Ubangi Province,su Libenge Zone de Santé,4.0
633,201707,JkIljbLc4Ny,F2sZHvPlln6,su Sud Ubangi Province,su Gemena Zone de Santé,0.0
634,201707,JkIljbLc4Ny,QNFYEQrW7Dy,su Sud Ubangi Province,su Zongo Zone de Santé,1.0
635,201707,JkIljbLc4Ny,hlvN8zeyDZz,su Sud Ubangi Province,su Bwamanda Zone de Santé,0.0
636,201707,JkIljbLc4Ny,izt3XGlBrmK,su Sud Ubangi Province,su Bokonzi Zone de Santé,0.0
637,201707,PvtAI4RUMkr,Kl436vOuc9s,kg Kwango Province,kg Panzi Zone de Santé,0.0
638,201707,PvtAI4RUMkr,c66ur6Nda04,kg Kwango Province,kg Kitenda Zone de Santé,0.0
639,201707,PvtAI4RUMkr,ni4XTmpzmVX,kg Kwango Province,kg Kisanji Zone de Santé,0.0
640,201707,Q4cbnIAo10f,RjHZChl5gJQ,it Ituri Province,it Mambasa Zone de Santé,0.0
641,201707,Q4cbnIAo10f,mGTaa8TFifO,it Ituri Province,it Nyankunde Zone de Santé,0.0
642,201707,Q4cbnIAo10f,nv8tx681Gjd,it Ituri Province,it Mongbwalu Zone de Santé,1.0
643,201707,Q4cbnIAo10f,qqGoQGSp1Dw,it Ituri Province,it Logo Zone de Santé,1.0
644,201707,Q4cbnIAo10f,v8PqffapuVl,it Ituri Province,it Aru Zone de Santé,2.0
645,201707,TwSa8zUu09Q,Ab6jrKWO5EZ,kn Kinshasa Province,kn Kokolo Zone de Santé,0.0
646,201707,TwSa8zUu09Q,BjbUZ5acV7t,kn Kinshasa Province,kn Bandalungwa Zone de Santé,1.0
647,201707,TwSa8zUu09Q,D1jF9OzETge,kn Kinshasa Province,kn Kalamu 1 Zone de Santé,1.0
648,201707,TwSa8zUu09Q,F0zQH8NbaIx,kn Kinshasa Province,kn Masina 1 Zone de Santé,1.0
649,201707,TwSa8zUu09Q,JhJFxKnFvmJ,kn Kinshasa Province,kn Limete Zone de Santé,1.0
650,201707,TwSa8zUu09Q,L3vMLScAbZ6,kn Kinshasa Province,kn Gombe Zone de Santé,1.0
651,201707,TwSa8zUu09Q,LSvg2jR0rEQ,kn Kinshasa Province,kn Ngiri Ngiri Zone de Santé,0.0
652,201707,TwSa8zUu09Q,NwNyAitXVsr,kn Kinshasa Province,kn Kingabwa Zone de Santé,2.0
653,201707,TwSa8zUu09Q,QzpHCAKe31e,kn Kinshasa Province,kn Biyela Zone de Santé,0.0
654,201707,TwSa8zUu09Q,ShcGSNMpF7z,kn Kinshasa Province,kn Binza Meteo Zone de Santé,0.0
655,201707,TwSa8zUu09Q,SqWL31RNyKx,kn Kinshasa Province,kn Makala Zone de Santé,2.0
656,201707,TwSa8zUu09Q,TuzDrpZ9zzl,kn Kinshasa Province,kn Kasa Vubu Zone de Santé,1.0
657,201707,TwSa8zUu09Q,UrJlHRGZGGJ,kn Kinshasa Province,kn Matete Zone de Santé,0.0
658,201707,TwSa8zUu09Q,Vv9L3W7VMrX,kn Kinshasa Province,kn Kisenso Zone de Santé,0.0
659,201707,TwSa8zUu09Q,Z3DMBdrM8Df,kn Kinshasa Province,kn Kalamu 2 Zone de Santé,0.0
660,201707,TwSa8zUu09Q,ZTt8HbFGrY4,kn Kinshasa Province,kn Kingasani Zone de Santé,0.0
661,201707,TwSa8zUu09Q,cycttnJlR4L,kn Kinshasa Province,kn Kimbanseke Zone de Santé,0.0
662,201707,TwSa8zUu09Q,gMhYDNcoZSe,kn Kinshasa Province,kn Mont Ngafula 2 Zone de Santé,0.0
663,201707,TwSa8zUu09Q,hL8oJfWHx3g,kn Kinshasa Province,kn Masina 2 Zone de Santé,0.0
664,201707,TwSa8zUu09Q,kyBo3gA8qoh,kn Kinshasa Province,kn Police Zone de Santé,0.0
665,201707,TwSa8zUu09Q,m0D9iUAjJ1G,kn Kinshasa Province,kn Nsele Zone de Santé,0.0
666,201707,TwSa8zUu09Q,m5B0okd0KaZ,kn Kinshasa Province,kn Binza Ozone Zone de Santé,0.0
667,201707,TwSa8zUu09Q,nbSOIch7Mbc,kn Kinshasa Province,kn Selembao Zone de Santé,0.0
668,201707,TwSa8zUu09Q,nq4LAyXUm8a,kn Kinshasa Province,kn Maluku 2 Zone de Santé,0.0
669,201707,TwSa8zUu09Q,oeP2sQLMCuy,kn Kinshasa Province,kn Kintambo Zone de Santé,0.0
670,201707,TwSa8zUu09Q,qbe5m6fVfMT,kn Kinshasa Province,kn Lingwala Zone de Santé,0.0
671,201707,TwSa8zUu09Q,rK2ODHilbAP,kn Kinshasa Province,kn Ndjili Zone de Santé,1.0
672,201707,TwSa8zUu09Q,sZ2goXLKmQX,kn Kinshasa Province,kn Bumbu Zone de Santé,1.0
673,201707,TwSa8zUu09Q,tCLXgZBBLQ0,kn Kinshasa Province,kn Lemba Zone de Santé,0.0
674,201707,TwSa8zUu09Q,tkbMhp2kIT2,kn Kinshasa Province,kn Maluku 1 Zone de Santé,1.0
675,201707,TwSa8zUu09Q,ubl3NORPhsC,kn Kinshasa Province,kn Mont Ngafula 1 Zone de Santé,0.0
676,201707,TwSa8zUu09Q,uw3SOxNTDP4,kn Kinshasa Province,kn Barumbu Zone de Santé,1.0
677,201707,TwSa8zUu09Q,vvrhCzWzc0J,kn Kinshasa Province,kn Ngaba Zone de Santé,0.0
678,201707,TwSa8zUu09Q,wTaqhPcijDM,kn Kinshasa Province,kn Kikimi Zone de Santé,1.0
679,201707,TwSa8zUu09Q,xZy8t34pvs6,kn Kinshasa Province,kn Kinshasa Zone de Santé,4.0
680,201707,dJ3v8xc6ZIK,cw1CZyDiPyA,ll Lualaba Province,ll Bunkeya Zone de Santé,6.0
681,201707,dJ3v8xc6ZIK,eWGgthNBOZ8,ll Lualaba Province,ll Fungurume Zone de Santé,7.0
682,201707,dJ3v8xc6ZIK,goYHUDWT3jn,ll Lualaba Province,ll Lubudi Zone de Santé,2.0
683,201707,dJ3v8xc6ZIK,mSQE0BqfXOy,ll Lualaba Province,ll Dilala Zone de Santé,1.0
684,201707,dJ3v8xc6ZIK,uFV6BUpJi7E,ll Lualaba Province,ll Lualaba Zone de Santé,6.0
685,201707,dJ3v8xc6ZIK,xMdqjEKgZLw,ll Lualaba Province,ll Manika Zone de Santé,4.0
686,201707,dJ3v8xc6ZIK,yAdgorGUtcE,ll Lualaba Province,ll Kanzenze Zone de Santé,7.0
687,201707,dKdrd8HqZWz,DD5m0lzETfF,kc Kongo Central Province,kc Inga Zone de Santé,0.0
688,201707,dKdrd8HqZWz,DaXi5vRLqh3,kc Kongo Central Province,kc Luozi Zone de Santé,0.0
689,201707,dKdrd8HqZWz,ZRDAZVZ4HMV,kc Kongo Central Province,kc Vaku Zone de Santé,12.0
690,201707,dKdrd8HqZWz,bV04pTUIL8A,kc Kongo Central Province,kc Kangu Zone de Santé,2.0
691,201707,dKdrd8HqZWz,fWrUdkX9JEv,kc Kongo Central Province,kc Seke Banza Zone de Santé,3.0
692,201707,dKdrd8HqZWz,yb4Q3Xo1EUo,kc Kongo Central Province,kc Massa Zone de Santé,1.0
693,201707,fEKDiQIuqeE,T0YXktZkPCF,hl Haut Lomami Province,hl Kamina Zone de Santé,3.0
694,201707,fEKDiQIuqeE,hdDyVXgN46J,hl Haut Lomami Province,hl Mulongo Zone de Santé,2.0
695,201707,fgHCmGhaP2X,PuF5BL8Npna,ke Kasai Oriental Province,ke Tshishimbi Zone de Santé,5.0
696,201707,fgHCmGhaP2X,Z5I1TvCKVcG,ke Kasai Oriental Province,ke Dibindi Zone de Santé,1.0
697,201707,fgHCmGhaP2X,ZxyZ7L3ynso,ke Kasai Oriental Province,ke Bonzola Zone de Santé,1.0
698,201707,fgHCmGhaP2X,amSVlGShY91,ke Kasai Oriental Province,ke Nzaba Zone de Santé,1.0
699,201707,fgHCmGhaP2X,k7iudxSjdn7,ke Kasai Oriental Province,ke Kabeya Kamwanga Zone de Santé,1.0
700,201707,fgHCmGhaP2X,pzMw9DUQ6An,ke Kasai Oriental Province,ke Bibanga Zone de Santé,3.0
701,201707,fgHCmGhaP2X,v4bwDhzBFks,ke Kasai Oriental Province,ke Mpokolo Zone de Santé,5.0
702,201707,fgHCmGhaP2X,xx5xiY5vVBa,ke Kasai Oriental Province,ke Bipemba Zone de Santé,1.0
703,201707,hyvduSNKvfe,QmaankDWQSm,tn Tanganyika Province,tn Kabalo Zone de Santé,0.0
704,201707,hyvduSNKvfe,W7IdWpJnPra,tn Tanganyika Province,tn Mbulula Zone de Santé,1.0
705,201707,hyvduSNKvfe,dj29qACRqOf,tn Tanganyika Province,tn Kansimba Zone de Santé,2.0
706,201707,hyvduSNKvfe,oU2G5jtXxFx,tn Tanganyika Province,tn Manono Zone de Santé,6.0
707,201707,hyvduSNKvfe,rDRhOPd3q1u,tn Tanganyika Province,tn Kongolo Zone de Santé,5.0
708,201707,hyvduSNKvfe,uz41FkMd6Gb,tn Tanganyika Province,tn Nyunzu Zone de Santé,0.0
